COMID,ELEV,CANOPY,SLOPE,PRECIP,CUMDRAINAG,S1_93_11,S30_2040D
23624514,963.17,73.71,0.23162,1365.51700,1.292,10.40000,11.93000
23623186,633.21,15.25,0.00498,1119.13800,2806.163,17.95000,19.79000
23630854,626.26,55.08,0.03714,879.04000,102.415,15.41000,17.14000
23630194,581.69,37.19,0.04626,891.41540,66.485,14.53000,16.23000
23607398,657.64,44.69,0.02679,632.96860,60.386,16.89000,18.68000
23607398,630.63,44.22,0.02679,632.96860,60.386,16.97000,18.76000
23607398,609.28,30.20,0.02679,632.96860,60.386,17.13000,18.93000
23631732,916.35,38.51,0.10374,964.88170,1.444,15.20000,16.92000
23608446,798.47,11.89,0.03504,733.18150,1.807,16.01000,17.77000
23608446,770.03,29.32,0.03504,733.18150,1.807,15.99000,17.75000
23608406,939.41,68.37,0.13109,1010.24800,2.315,13.53000,15.19000
23623888,874.57,63.11,0.06140,1470.02900,27.737,11.87000,13.46000
23631194,1004.33,40.03,0.05120,1220.85000,7.144,12.54000,14.15000
23607474,784.09,0.31,0.01449,650.41360,30.569,16.44000,18.22000
23607474,762.82,21.52,0.01449,650.41360,30.569,16.46000,18.24000
23607474,743.69,11.26,0.01449,650.41360,30.569,16.66000,18.44000
23608478,817.11,0.00,0.05768,630.40010,2.552,16.08000,17.84000
23608478,803.82,1.80,0.05768,630.40010,2.552,16.08000,17.84000
23608478,756.23,11.44,0.05768,630.40010,2.552,16.09000,17.85000
23608478,647.39,35.21,0.05768,630.40010,2.552,16.32000,18.09000
23631748,1003.26,7.10,0.08242,1009.60600,3.494,14.95000,16.66000
23631748,913.04,23.02,0.08242,1009.60600,3.494,15.32000,17.05000
23631748,870.08,30.66,0.08242,1009.60600,3.494,15.56000,17.30000
23623714,1815.21,18.10,0.12845,1642.31800,5.226,8.87000,10.33000
23623714,1688.73,20.77,0.12845,1642.31800,5.226,9.37000,10.86000
23623714,1540.22,16.54,0.12845,1642.31800,5.226,10.05000,11.56000
23608430,821.47,9.82,0.03039,725.00180,3.280,15.98000,17.74000
23608430,781.47,32.80,0.03039,725.00180,3.280,15.97000,17.72000
23608428,769.40,18.67,0.01580,732.61000,7.747,16.31000,18.08000
23607400,693.10,29.57,0.04968,628.89000,51.899,16.74000,18.52000
23624472,1364.21,30.89,0.10080,1183.12100,2.471,9.70000,11.20000
23624476,1278.56,41.96,0.02374,1160.68000,2.588,10.45000,11.98000
23631752,1021.49,31.48,0.05349,1106.26000,2.038,14.25000,15.93000
23631768,991.34,71.62,0.01928,1106.31000,2.794,14.21000,15.89000
23631768,975.96,37.86,0.01928,1106.31000,2.794,14.55000,16.25000
23608426,823.03,4.97,0.06304,673.10000,1.352,15.91000,17.67000
23608426,739.91,31.84,0.06304,673.10000,1.352,16.05000,17.81000
23608434,797.20,16.82,0.09188,636.66130,2.765,15.73000,17.48000
23608434,734.97,49.63,0.09188,636.66130,2.765,15.76000,17.50000
23624526,1462.95,0.00,0.36953,1530.19000,0.606,7.76000,9.18000
23624526,1039.99,7.56,0.36953,1530.19000,0.606,9.51000,11.00000
23624602,1320.65,58.21,0.11445,1507.17900,12.623,9.92000,11.43000
23624602,1171.15,39.92,0.11445,1507.17900,12.623,10.76000,12.30000
23624602,1034.76,90.91,0.11445,1507.17900,12.623,10.84000,12.39000
23624602,946.87,69.82,0.11445,1507.17900,12.623,11.34000,12.90000
23624602,861.03,61.59,0.11445,1507.17900,12.623,11.72000,13.31000
23624602,779.43,74.41,0.11445,1507.17900,12.623,11.89000,13.48000
23623704,1344.77,44.50,0.02752,1419.15000,38.144,11.34000,12.91000
23623704,1315.86,20.17,0.02752,1419.15000,38.144,11.66000,13.24000
23608424,831.87,27.56,0.05465,756.52000,1.148,15.45000,17.19000
23630784,621.77,67.60,0.03000,958.12170,158.889,18.86000,20.73000
23631730,863.13,28.10,0.10087,898.08130,6.913,14.34000,16.03000
23631730,776.78,20.44,0.10087,898.08130,6.913,14.62000,16.32000
23631730,637.23,48.32,0.10087,898.08130,6.913,14.95000,16.67000
23631350,902.52,41.65,0.07164,1047.57600,3.600,12.89000,14.52000
23631350,831.28,28.33,0.07164,1047.57600,3.600,13.48000,15.14000
23630346,1045.59,6.44,0.02006,1341.66800,13.140,12.88000,14.51000
23630346,1034.04,9.24,0.02006,1341.66800,13.140,12.90000,14.52000
23630346,1003.37,16.62,0.02006,1341.66800,13.140,12.87000,14.50000
23624484,1136.98,22.92,0.10476,1285.81500,7.117,11.64000,13.22000
23624484,1095.41,62.70,0.10476,1285.81500,7.117,11.53000,13.10000
23624484,1066.67,54.04,0.10476,1285.81500,7.117,11.70000,13.28000
23624484,934.96,87.12,0.10476,1285.81500,7.117,11.97000,13.56000
23624484,718.10,77.82,0.10476,1285.81500,7.117,13.04000,14.68000
23630738,1041.28,60.22,0.09177,1105.97800,1.804,13.80000,15.46000
23631192,1134.96,60.13,0.10106,1235.01300,3.315,11.41000,12.98000
23631192,1052.49,80.69,0.10106,1235.01300,3.315,11.53000,13.10000
23623726,1067.52,21.78,0.02818,999.25920,50.670,12.03000,13.62000
23623726,1033.83,28.07,0.02818,999.25920,50.670,12.14000,13.74000
23623726,1013.88,36.17,0.02818,999.25920,50.670,12.27000,13.87000
23630860,752.08,64.88,0.03300,915.56150,88.836,14.53000,16.22000
23630860,716.33,79.41,0.03300,915.56150,88.836,14.59000,16.29000
23607332,604.45,47.45,0.02367,672.91120,208.732,17.89000,19.72000
23607332,580.86,41.09,0.02367,672.91120,208.732,18.06000,19.90000
23631208,798.14,28.19,0.07940,1057.30200,14.115,13.41000,15.06000
23631208,716.90,20.55,0.07940,1057.30200,14.115,13.83000,15.50000
23631722,638.47,48.26,0.05080,879.04000,28.470,15.05000,16.77000
23631188,961.20,43.21,0.04212,1244.73000,14.168,12.65000,14.27000
23608438,817.50,0.00,0.01614,661.62310,1.490,16.25000,18.02000
23608460,793.84,6.95,0.13421,645.09290,2.405,15.65000,17.39000
23608460,659.32,29.26,0.13421,645.09290,2.405,16.09000,17.85000
23631376,1029.86,80.38,0.09346,1353.18700,2.431,11.59000,13.17000
23631376,945.22,64.20,0.09346,1353.18700,2.431,12.06000,13.66000
23632070,1023.25,72.89,0.05442,1061.17600,5.566,12.81000,14.43000
23632070,950.35,83.70,0.05442,1061.17600,5.566,12.96000,14.59000
23624532,1475.58,17.32,0.26026,1530.19000,4.633,8.16000,9.60000
23624532,1158.36,30.08,0.26026,1530.19000,4.633,9.56000,11.05000
23624532,928.34,7.87,0.26026,1530.19000,4.633,10.70000,12.24000
23608420,839.98,42.64,0.05490,809.57530,1.746,15.03000,16.75000
23631740,1070.60,54.45,0.10771,1104.45800,1.079,13.50000,15.15000
23631740,1009.49,36.74,0.10771,1104.45800,1.079,13.99000,15.67000
23609144,796.63,0.00,0.00876,649.60000,4.429,16.39000,18.16000
23631996,968.83,57.72,0.17281,1017.39900,1.500,14.33000,16.02000
23607304,751.56,56.13,0.01399,756.52000,34.885,15.95000,17.71000
23632068,909.18,39.97,0.04036,941.75230,6.508,14.09000,15.77000
23632068,878.55,55.09,0.04036,941.75230,6.508,14.08000,15.76000
23632068,827.75,76.61,0.04036,941.75230,6.508,14.16000,15.84000
23608396,812.35,0.79,0.01956,737.95070,2.827,16.07000,17.83000
23608396,797.10,0.00,0.01956,737.95070,2.827,16.16000,17.92000
23607406,692.15,47.59,0.02287,658.38210,74.870,16.44000,18.22000
23607406,667.55,39.74,0.02287,658.38210,74.870,16.66000,18.44000
23607406,644.88,46.26,0.02287,658.38210,74.870,16.74000,18.53000
23624468,1243.07,59.47,0.11118,1339.42300,0.959,10.92000,12.47000
23624552,1157.21,42.02,0.04834,1327.53800,8.496,11.92000,13.51000
23624552,1122.55,18.56,0.04834,1327.53800,8.496,12.36000,13.96000
23624552,1064.12,56.96,0.04834,1327.53800,8.496,12.36000,13.96000
23631716,1039.39,32.23,0.15481,1066.55600,1.516,13.38000,15.03000
23608410,804.04,4.93,0.02488,666.58540,1.125,16.18000,17.95000
23607478,789.96,0.00,0.00367,656.75620,15.246,16.42000,18.19000
23631196,1138.43,25.97,0.09154,1369.33000,0.769,11.67000,13.25000
23631198,1047.99,57.88,0.08425,1348.09800,2.594,11.86000,13.45000
23630786,656.16,66.43,0.03215,921.91170,150.287,19.01000,20.89000
23631720,867.65,21.95,0.13022,892.27000,1.243,14.02000,15.69000
23631720,741.87,37.51,0.13022,892.27000,1.243,14.38000,16.07000
23631736,559.80,34.81,0.25581,892.27000,1.653,14.45000,16.14000
23607874,827.93,43.38,0.01791,1001.77100,16.953,15.10000,16.82000
23624516,1314.99,34.28,0.09848,1209.44600,3.480,9.90000,11.40000
23624516,1245.43,67.27,0.09848,1209.44600,3.480,9.90000,11.41000
23624516,1181.03,68.22,0.09848,1209.44600,3.480,10.15000,11.66000
23607140,589.69,36.30,0.01372,767.28230,469.330,19.45000,21.35000
23607140,571.91,28.21,0.01372,767.28230,469.330,19.57000,21.47000
23607140,562.44,41.38,0.01372,767.28230,469.330,19.46000,21.36000
23624488,1214.88,5.71,0.33138,1536.48300,1.987,11.32000,12.89000
23624488,874.41,10.00,0.33138,1536.48300,1.987,12.94000,14.57000
23623768,867.93,24.50,0.01130,1415.98700,521.677,14.59000,16.29000
23623768,859.28,30.26,0.01130,1415.98700,521.677,14.60000,16.30000
23623768,844.85,15.27,0.01130,1415.98700,521.677,14.84000,16.55000
23608390,795.90,0.00,0.01260,649.60000,7.318,16.38000,18.16000
23623706,1389.82,45.96,0.03116,1419.66100,31.278,11.18000,12.74000
23624486,1473.77,12.33,0.36075,1551.11900,1.455,7.94000,9.37000
23624486,1005.40,3.49,0.36075,1551.11900,1.455,10.10000,11.62000
23623742,994.08,27.54,0.01609,999.17000,128.696,12.30000,13.91000
23631186,960.24,13.83,0.02196,1191.87700,7.439,12.83000,14.46000
23623890,964.99,78.97,0.06154,1437.16200,20.864,11.46000,13.03000
23631364,985.24,37.00,0.02838,1190.99000,3.260,12.57000,14.19000
23623712,1478.95,52.95,0.06359,1640.06000,11.094,10.25000,11.77000
23623744,1009.99,55.25,0.02371,999.17000,80.275,11.32000,12.88000
23624474,1357.79,37.05,0.11747,1285.36400,1.860,9.46000,10.95000
23630206,951.25,11.47,0.01626,1127.07200,19.508,12.92000,14.55000
23630206,925.51,25.67,0.01626,1127.07200,19.508,12.92000,14.55000
23623708,1433.06,46.08,0.05674,1518.68800,25.684,10.80000,12.34000
23624494,1194.24,41.00,0.29333,1774.38500,1.367,10.64000,12.18000
23624494,944.47,25.63,0.29333,1774.38500,1.367,11.95000,13.54000
23624448,1505.52,10.40,0.13921,1310.52700,4.230,9.16000,10.64000
23624448,1368.03,34.07,0.13921,1310.52700,4.230,9.54000,11.03000
23624448,1212.98,81.40,0.13921,1310.52700,4.230,9.78000,11.28000
23624444,1254.44,79.25,0.11412,1361.45000,2.531,10.45000,11.98000
23624444,1115.15,69.63,0.11412,1361.45000,2.531,11.09000,12.65000
23623184,617.62,27.51,0.00281,1080.10700,2815.223,17.93000,19.77000
23623184,622.19,8.98,0.00281,1080.10700,2815.223,18.07000,19.91000
23623710,1454.56,58.33,0.03694,1640.06000,20.314,10.60000,12.14000
23607880,924.52,75.11,0.06921,988.26880,2.569,13.84000,15.51000
23607880,870.14,82.04,0.06921,988.26880,2.569,14.16000,15.84000
23608398,819.59,11.85,0.08221,659.42650,1.071,15.73000,17.48000
23631714,1136.53,8.16,0.16735,1009.69000,1.452,12.83000,14.45000
23631714,978.06,37.64,0.16735,1009.69000,1.452,13.39000,15.04000
23630192,515.20,64.74,0.04452,890.32000,70.080,14.62000,16.32000
23624470,1360.21,51.77,0.12143,1074.78100,8.131,9.71000,11.21000
23624470,1164.77,64.92,0.12143,1074.78100,8.131,10.46000,11.99000
23624470,1098.13,75.80,0.12143,1074.78100,8.131,10.70000,12.24000
23624470,1034.92,62.21,0.12143,1074.78100,8.131,11.14000,12.70000
23631366,1040.98,40.53,0.06655,1209.43300,1.738,12.13000,13.72000
23624466,686.79,45.49,0.05925,1106.19200,19.293,12.81000,14.43000
23608392,791.68,18.06,0.06323,682.21780,2.125,15.86000,17.61000
23631382,936.18,21.71,0.04486,1122.82700,11.031,12.80000,14.43000
23631708,837.76,63.23,0.03472,924.41000,7.708,16.02000,17.78000
23608416,805.74,0.00,0.02686,657.71000,1.309,16.29000,18.05000
23608416,777.26,0.00,0.02686,657.71000,1.309,16.44000,18.22000
23632052,1104.78,56.63,0.08552,1075.21800,5.470,13.63000,15.29000
23632052,975.32,36.16,0.08552,1075.21800,5.470,14.56000,16.26000
23632052,930.41,59.80,0.08552,1075.21800,5.470,14.85000,16.56000
23632052,866.54,21.03,0.08552,1075.21800,5.470,15.71000,17.45000
23630714,519.67,29.88,0.05398,851.40990,25.387,15.80000,17.55000
23607876,845.91,40.43,0.01546,1007.16000,9.297,14.93000,16.65000
23624432,810.87,87.43,0.22529,1030.31500,1.731,12.55000,14.17000
23624432,664.55,77.82,0.22529,1030.31500,1.731,13.25000,14.89000
23608388,848.44,26.00,0.01744,999.06730,5.790,15.12000,16.84000
23631710,670.85,67.23,0.09030,924.41000,29.107,16.59000,18.37000
23624480,1035.63,72.36,0.10561,1269.06400,10.698,11.61000,13.18000
23624480,995.23,71.77,0.10561,1269.06400,10.698,11.79000,13.37000
23624480,775.40,72.55,0.10561,1269.06400,10.698,12.79000,14.41000
23623728,1168.18,15.38,0.02817,1041.45100,43.053,11.53000,13.10000
23623728,1142.48,18.00,0.02817,1041.45100,43.053,11.61000,13.19000
23623728,1110.37,50.98,0.02817,1041.45100,43.053,11.55000,13.13000
23623716,1353.65,22.66,0.03174,1354.52100,32.006,9.85000,11.35000
23623716,1327.83,26.55,0.03174,1354.52100,32.006,9.96000,11.47000
23623764,1600.59,13.78,0.11417,1829.93200,5.508,8.55000,10.00000
23623764,1534.96,48.79,0.11417,1829.93200,5.508,8.50000,9.95000
23623764,1482.29,90.30,0.11417,1829.93200,5.508,8.30000,9.74000
23623764,1364.02,80.86,0.11417,1829.93200,5.508,8.83000,10.29000
23630344,992.44,24.60,0.00345,1331.21600,34.590,12.91000,14.54000
23608402,816.54,11.68,0.02827,732.73360,2.236,16.22000,17.99000
23608480,856.04,0.00,0.01505,754.55150,3.442,15.80000,17.55000
23608480,849.39,1.22,0.01505,754.55150,3.442,15.83000,17.57000
23608480,827.32,54.53,0.01505,754.55150,3.442,15.47000,17.20000
23608482,811.19,47.75,0.05329,689.54460,6.432,15.43000,17.16000
23608482,797.53,28.09,0.05329,689.54460,6.432,15.67000,17.42000
23608482,754.49,28.84,0.05329,689.54460,6.432,15.88000,17.63000
23608482,664.15,37.68,0.05329,689.54460,6.432,16.23000,17.99000
23631994,923.26,66.73,0.06697,996.29230,3.366,13.86000,15.53000
23608404,793.03,0.41,0.00961,651.70140,8.461,16.44000,18.21000
23632054,722.68,21.46,0.12612,869.32220,5.716,15.15000,16.87000
23624428,1500.03,3.43,0.35247,1938.42000,0.037,8.25000,9.69000
23624454,1038.54,26.07,0.40785,1782.21800,1.545,9.88000,11.39000
23624420,1364.36,90.23,0.34496,1656.82300,3.167,8.14000,9.57000
23624420,999.89,71.95,0.34496,1656.82300,3.167,9.94000,11.45000
23607450,816.91,0.00,0.01260,665.50120,4.362,16.33000,18.10000
23607450,805.36,0.00,0.01260,665.50120,4.362,16.34000,18.11000
23607450,792.49,0.00,0.01260,665.50120,4.362,16.43000,18.21000
23607450,785.22,11.30,0.01260,665.50120,4.362,16.33000,18.09000
23623770,884.71,31.92,0.00952,1543.01600,514.890,14.27000,15.96000
23630862,792.43,60.26,0.03704,917.58950,44.228,14.98000,16.70000
23631200,835.97,27.81,0.20051,931.39810,2.939,13.03000,14.66000
23631200,681.57,26.97,0.20051,931.39810,2.939,13.72000,15.38000
23624416,1495.28,24.24,0.10840,1744.46300,2.952,10.45000,11.98000
23624416,1379.14,85.75,0.10840,1744.46300,2.952,10.39000,11.92000
23608436,860.39,32.73,0.04077,839.86060,4.271,15.12000,16.84000
23608436,853.61,18.16,0.04077,839.86060,4.271,15.30000,17.03000
23608436,840.07,45.78,0.04077,839.86060,4.271,15.12000,16.84000
23631704,784.71,70.67,0.05084,924.41000,26.339,16.30000,18.07000
23631694,1041.27,9.45,0.19520,1004.15500,1.582,12.99000,14.62000
23631694,875.84,16.83,0.19520,1004.15500,1.582,13.54000,15.20000
23624414,1361.53,91.46,0.18302,1542.93500,3.311,10.65000,12.18000
23624414,1174.38,91.74,0.18302,1542.93500,3.311,11.55000,13.13000
23631712,719.72,55.96,0.09201,881.68950,21.450,14.23000,15.92000
23608400,803.97,15.20,0.01979,735.75840,2.419,16.08000,17.84000
23608400,786.92,2.67,0.01979,735.75840,2.419,16.26000,18.03000
23631180,847.61,37.61,0.21872,896.75590,1.961,12.84000,14.47000
23631180,625.79,40.86,0.21872,896.75590,1.961,13.83000,15.50000
23630342,971.64,4.51,0.03260,1264.89800,38.363,13.20000,14.84000
23631690,1061.07,17.18,0.20426,1086.67600,0.885,12.74000,14.36000
23631992,933.12,16.69,0.12659,973.56520,1.876,13.74000,15.40000
23631322,887.98,39.73,0.03739,1219.93300,18.159,12.98000,14.61000
23624412,1378.41,88.61,0.19652,1241.71300,4.815,9.50000,10.99000
23624412,977.55,88.91,0.19652,1241.71300,4.815,11.19000,12.75000
23624412,747.84,80.19,0.19652,1241.71300,4.815,12.19000,13.79000
23624412,672.66,81.36,0.19652,1241.71300,4.815,12.43000,14.04000
23624412,584.13,79.78,0.19652,1241.71300,4.815,12.73000,14.35000
23631190,971.20,15.51,0.13501,1124.05000,1.586,12.49000,14.10000
23631718,902.06,25.56,0.11065,882.48370,1.102,14.14000,15.82000
23631718,786.35,31.11,0.11065,882.48370,1.102,14.66000,16.36000
23607334,698.29,50.00,0.01327,690.57350,171.373,17.71000,19.54000
23607334,684.37,54.98,0.01327,690.57350,171.373,17.70000,19.53000
23607334,681.46,59.67,0.01327,690.57350,171.373,17.65000,19.47000
23607334,667.40,60.02,0.01327,690.57350,171.373,17.68000,19.50000
23607334,653.48,52.42,0.01327,690.57350,171.373,17.87000,19.70000
23607334,629.85,49.07,0.01327,690.57350,171.373,17.83000,19.66000
23630190,491.36,54.93,0.01385,890.32000,73.315,15.01000,16.72000
23608408,828.87,0.92,0.05307,690.12570,2.301,15.85000,17.60000
23608408,816.66,16.26,0.05307,690.12570,2.301,15.89000,17.65000
23624462,1303.91,73.37,0.24633,1924.76000,5.386,9.56000,11.05000
23624462,1056.51,77.64,0.24633,1924.76000,5.386,10.62000,12.16000
23607878,862.96,40.61,0.00438,1005.82900,6.214,14.87000,16.58000
23624452,1095.14,68.56,0.11339,1428.05700,10.371,10.96000,12.51000
23607306,774.90,45.82,0.01397,756.71920,28.909,15.95000,17.70000
23607482,821.80,0.00,0.01899,705.55440,4.241,16.13000,17.89000
23607482,805.16,0.00,0.01899,705.55440,4.241,16.22000,17.98000
23607482,798.40,0.00,0.01899,705.55440,4.241,16.27000,18.04000
23631184,1032.87,47.45,0.05284,1242.66700,2.873,12.15000,13.75000
23631184,982.75,47.48,0.05284,1242.66700,2.873,12.40000,14.01000
23608376,803.71,0.00,0.00827,649.60000,4.041,16.38000,18.15000
23624438,1510.82,10.32,0.22334,1641.64000,1.103,8.16000,9.60000
23624504,1395.66,46.32,0.08067,1339.50000,8.764,9.48000,10.97000
23624504,1323.48,57.30,0.08067,1339.50000,8.764,9.69000,11.19000
23624504,1253.76,49.26,0.08067,1339.50000,8.764,10.05000,11.56000
23630716,653.99,18.12,0.08340,929.44380,18.799,15.16000,16.88000
23630716,578.29,24.33,0.08340,929.44380,18.799,15.42000,17.15000
23630336,926.32,26.13,0.01975,1300.87700,57.310,13.04000,14.68000
23623182,618.78,44.00,0.00000,988.80000,2818.085,17.85000,19.69000
23630340,966.92,18.37,0.01715,1250.79000,46.335,13.10000,14.74000
23630864,860.59,54.92,0.00937,906.63840,39.879,14.90000,16.61000
23630864,829.62,59.00,0.00937,906.63840,39.879,15.05000,16.76000
23623754,1040.08,48.51,0.02739,999.17000,47.346,12.22000,13.83000
23623180,622.21,15.79,0.00000,988.80000,2826.645,18.08000,19.93000
23608394,814.98,30.98,0.03788,756.97490,3.692,15.75000,17.49000
23608394,797.72,61.36,0.03788,756.97490,3.692,15.46000,17.20000
23624402,1243.93,91.82,0.19738,1219.85500,2.722,10.02000,11.53000
23624402,1056.91,90.80,0.19738,1219.85500,2.722,10.72000,12.26000
23624402,804.14,87.80,0.19738,1219.85500,2.722,11.73000,13.31000
23624402,629.15,84.03,0.19738,1219.85500,2.722,12.41000,14.02000
23607374,694.05,65.49,0.03908,689.38630,35.251,16.23000,17.99000
23607374,659.03,62.35,0.03908,689.38630,35.251,16.44000,18.21000
23623174,602.19,34.57,0.01549,988.80000,2840.605,17.92000,19.75000
23624440,1619.23,45.08,0.11390,1525.44000,2.617,8.60000,10.05000
23624460,1507.14,46.23,0.11129,1449.94200,3.908,9.21000,10.69000
23624460,1380.10,42.86,0.11129,1449.94200,3.908,9.85000,11.36000
23607412,719.17,38.10,0.01715,669.45000,68.012,16.52000,18.29000
23607408,716.47,31.15,0.02458,669.45000,68.939,16.50000,18.28000
23631990,1053.97,78.62,0.10419,1090.10000,1.894,13.50000,15.16000
23631990,949.74,59.33,0.10419,1090.10000,1.894,14.32000,16.01000
23631368,1182.99,48.73,0.08980,1410.06400,3.839,11.36000,12.92000
23631368,1096.26,52.74,0.08980,1410.06400,3.839,11.75000,13.33000
23623746,1028.69,42.87,0.01973,999.17000,39.624,11.24000,12.80000
23623746,1022.55,16.52,0.01973,999.17000,39.624,11.70000,13.28000
23631176,866.42,24.36,0.03799,1213.63600,30.770,13.17000,14.81000
23630338,952.06,1.19,0.01287,1250.79000,53.729,13.35000,14.99000
23631698,876.74,42.96,0.04369,914.56740,2.263,14.45000,16.14000
23631686,886.85,28.29,0.02058,906.38440,2.205,14.64000,16.34000
23607402,741.48,32.90,0.01868,691.22690,50.668,16.66000,18.44000
23607402,728.79,35.86,0.01868,691.22690,50.668,16.62000,18.41000
23607402,699.12,35.70,0.01868,691.22690,50.668,16.78000,18.57000
23607338,720.23,31.83,0.01136,749.51860,161.043,17.80000,19.63000
23607338,709.46,57.67,0.01136,749.51860,161.043,17.59000,19.41000
23631692,841.22,71.12,0.05683,910.81350,16.628,13.53000,15.18000
23623758,1156.24,81.74,0.04311,1119.79500,18.654,11.06000,12.62000
23630870,872.70,35.93,0.00126,960.44380,17.081,14.95000,16.66000
23631370,1154.90,38.80,0.09219,1415.98200,3.153,11.49000,13.07000
23631370,1072.75,73.15,0.09219,1415.98200,3.153,11.56000,13.13000
23631370,1002.21,74.54,0.09219,1415.98200,3.153,11.88000,13.47000
23623756,1116.79,68.29,0.02739,1101.22600,31.873,11.52000,13.09000
23623756,1090.65,37.12,0.02739,1101.22600,31.873,11.86000,13.45000
23623756,1066.80,47.11,0.02739,1101.22600,31.873,11.79000,13.37000
23630334,900.00,20.56,0.01638,1294.14700,62.415,13.21000,14.85000
23630874,881.87,30.74,0.00674,985.68000,4.908,14.84000,16.55000
